Medication_Name,Package_Size,Max_Retailer_Price,Max_Consumer_Price,Max_Consumer_VAT_Price,Year
BARACLUDE 1 MG 30 F.C. TABS,30.00,"$2,074.46","$2,437.49","$2,876.24",2015
BEDODEKA 1MG/ML 100AMPX1ML,100.00,$256.75,$301.68,$355.98,2015
BEKUNIS 45 DRAGEES,45.00,$19.68,$26.97,$31.82,2015
BELARA 1X21TAB,21.00,$35.19,$48.21,$56.89,2015
BELARA 3X21TAB,63.00,$105.58,$131.97,$155.72,2015
BENEFIX 1000IU/VIAL I.V 1 VIAL,1.00,"$3,207.66","$3,769.00","$4,447.42",2015
BENEFIX 2000IU/VIAL I.V 1 VIAL,1.00,"$6,399.98","$7,519.97","$8,873.57",2015
BENEFIX 500 IU/VIAL I.V 1 VIAL,1.00,"$1,611.52","$1,893.54","$2,234.38",2015
BENLYSTA 1X120MG POWD FOR CONCENTRATE FOR INF VIAL 5ML,1.00,$687.25,$807.52,$952.88,2015
BENLYSTA 1X400MG PWD FOR CONCENTRATE FOR INF VIAL 20ML,1.00,"$2,246.67","$2,639.83","$3,115.00",2015
BERINERT 500U/VIAL POWDER FOR SOL FOR INJ/INF,1.00,"$2,520.12","$2,961.14","$3,494.14",2015
BETACAP 0.1% 100ML,100.00,$36.13,$49.50,$58.41,2015
BETACORTEN CREAM 15G,15.00,$5.50,$7.54,$8.89,2015
BETACORTEN G CR 15GR,15.00,$37.80,$51.78,$61.11,2015
BETACORTEN G OINT15G,15.00,$37.80,$51.78,$61.11,2015
BETACORTEN OINT 15GR,15.00,$5.23,$7.17,$8.45,2015
BETACORTEN TOPICAL SCALP  APPL SOL 30ML,30.00,$10.84,$14.85,$17.52,2015
BETAFERON 0.3MG/VIAL 15VIAL+SYR,15.00,"$3,330.58","$3,913.44","$4,617.86",2015
BETAHISTINE TEVA 16MG 30TAB,30.00,$11.30,$15.48,$18.27,2015
BETAREN 100MG 10 S.R.TAB,10.00,$7.18,$9.83,$11.60,2015
BETAREN 100MG 20 S.R.TAB,20.00,$14.35,$19.66,$23.20,2015
BETISTINE 16MG 30TAB,30.00,$11.30,$15.48,$18.27,2015
BETNESOL 0.50MG 30TAB,30.00,$9.20,$12.60,$14.87,2015
BETNOVATE CREAM 15G,15.00,$5.50,$7.54,$8.89,2015
BETNOVATE OINT 15G,15.00,$5.23,$7.17,$8.45,2015
BETNOVATE TOPICAL SCALP APPL SOL 30ML,30.00,$10.84,$14.85,$17.52,2015
BETOPTIC S 5ML 0.25%,5.00,$17.71,$24.26,$28.63,2015
BEZAFIBRATE 400MG 30 SR TAB,30.00,$25.54,$35.00,$41.30,2015
BICALUTAMIDE TEVA 150MG 30TAB,30.00,$416.02,$488.83,$576.81,2015
BICALUTAMIDE TEVA 50MG 30TAB,30.00,$173.07,$216.33,$255.27,2015
BICAMIDE 150MG 30F.C TAB,30.00,$416.02,$488.83,$576.81,2015
BIFONAZOLE CREAM 1% 15GR,15.00,$18.30,$25.06,$29.58,2015
BIO TROPIN 10MG VIAL,1.00,"$1,228.02","$1,442.92","$1,702.65",2015
BIO-TROPIN 4MG (12 IU) VIAL,1.00,$474.89,$558.00,$658.43,2015
BLASTOVIN 1VIAL 10MG/10ML,1.00,$46.01,$61.88,$73.02,2015
BLEOMYCIN PFI 15000 IU/VIAL 10 VIALS,10.00,"$1,061.63","$1,247.42","$1,471.95",2015
BONDORMIN 0.25MG 10TAB,10.00,$9.55,$13.08,$15.44,2015
BONEFOS 800MG 30TAB,30.00,$345.25,$405.67,$478.69,2015
BONSERIN 30MG 20TAB,20.00,$12.59,$17.25,$20.36,2015
BOOSTRIX POLIO (IPV) SYR. PREFILLED 0.5ML,1.00,$98.85,$123.56,$145.80,2015
BOOSTRIX SUSP FOR INJ PREFIL SYR 0.5ML,1.00,$64.09,$86.20,$101.72,2015
BOTOX 100 1VIAL,1.00,$879.60,"$1,033.53","$1,219.57",2015
BOTOX 200 U/VIAL,1.00,"$3,024.66","$3,553.98","$4,193.69",2015
BOTOX 50 UNITS VIAL 5ML,1.00,$559.47,$657.38,$775.71,2015
BRAVELLE 75IU 10AMP,10.00,$731.95,$860.04,"$1,014.84",2015
BREXIN 20MG 20TAB,20.00,$24.99,$34.24,$40.40,2015
BRICALIN TURBUHALER 200DOSES,200.00,$38.08,$51.22,$60.44,2015
BRIDION 10X2ML VIALS,10.00,"$3,633.26","$4,269.08","$5,037.51",2015
BRIDION 10X5ML VIALS,10.00,"$9,664.60","$11,355.91","$13,399.97",2015
BRILINTA 90MG 168 TAB,168.00,$866.28,"$1,017.87","$1,201.09",2015
BRILINTA 90MG 56TAB,56.00,$288.76,$339.29,$400.36,2015
BROTIZOLAM-TEVA 0.25MG 10TAB,10.00,$9.55,$13.08,$15.44,2015
BUCCOLAM 10 MG SYRINGE PREFILLED 4X2ML,4.00,$379.99,$446.49,$526.85,2015
BUCCOLAM 2.5 MG SYRINGE PREFILLED 4X0.5ML,4.00,$379.99,$446.49,$526.85,2015
BUCCOLAM 5 MG SYRINGE PREFILLED 4X1ML,4.00,$379.99,$446.49,$526.85,2015
BUCCOLAM 7.5 MG SYRINGE PREFILLED 4X1.5ML,4.00,$379.99,$446.49,$526.85,2015
BUDESON 3MG 100CAPS,100.00,$351.25,$412.72,$487.01,2015
BUDESONIDE STERINEBS TEVA 0.5MG/2ML 20UNITS,20.00,$72.75,$97.85,$115.46,2015
BUDESONIDE STERINEBS TEVA 1MG/2ML 20UNITS,20.00,$125.16,$156.44,$184.61,2015
BUDICORT RESP1MG/2ML 20UNITS,20.00,$125.16,$156.44,$184.61,2015
BUDICORT RESPULES 0.5MG/2ML 20UNITS,20.00,$72.75,$97.85,$115.46,2015
BUDICORT TURBUHALER 100MCG/DOSE 200 DOSES,200.00,$57.98,$77.98,$92.02,2015
BUDICORT TURBUHALER 200MCG/DOSE 100DOSES,100.00,$53.44,$71.88,$84.81,2015
BUTRANS  20MG 2PATCHES,2.00,$178.72,$223.40,$263.61,2015
BUTRANS 10MG 2PATCHES,2.00,$105.45,$131.82,$155.54,2015
BUTRANS 5MG 2PATCHES,2.00,$63.10,$84.87,$100.14,2015
BYDUREON 2 MG 4 PREFILLED SYRINGE,4.00,$438.89,$515.70,$608.52,2015
BYETTA 10MCG 2.4ML,1.00,$417.73,$490.83,$579.18,2015
BYETTA 5MCG 1.2ML,1.00,$400.36,$470.42,$555.10,2015
CABOTRIM 0.5MG 2TAB,2.00,$36.94,$50.60,$59.71,2015
CABOTRIM 0.5MG 8TAB,8.00,$147.75,$184.68,$217.93,2015
"CABOTRIM 1MG 30TAB
CABOTRIM 1MG 30TAB",30.00,$68.11,$91.61,$108.10,2015
CABOTRIM 2MG 30TAB,30.00,$136.15,$170.19,$200.82,2015
CADEX 1MG 30TAB,30.00,$12.81,$17.55,$20.70,2015
CADEX 2MG 30CAPL,30.00,$11.41,$15.63,$18.44,2015
CADEX 4MG 30CAPL,30.00,$19.30,$26.44,$31.20,2015
CAELYX 2MG/ML 25ML,1.00,"$2,923.61","$3,435.24","$4,053.59",2015
CAELYX 2MG/ML VIAL 10ML,1.00,"$1,921.54","$2,257.81","$2,664.22",2015
CAMPTO 100MG/5ML IV SOL FOR INF,1.00,$408.79,$480.33,$566.79,2015
CAMPTO 300MG IV SOL FOR INF,1.00,"$1,203.65","$1,414.28","$1,668.85",2015
CAMPTO 40MG/2ML IV SOL FOR INF,1.00,$168.71,$210.88,$248.84,2015
CANCIDAS 50MG/VIAL,1.00,"$2,072.81","$2,435.56","$2,873.96",2015
CANCIDAS 70MG/VIAL,1.00,"$2,634.13","$3,095.11","$3,652.22",2015
"CANDESARTAN PLUS TEVA TABLETS 16MG/12.5MG, 30TAB",30.00,$31.45,$43.09,$50.84,2015
CANDOR 16MG 28TAB,28.00,$28.82,$39.48,$46.59,2015
CANDOR 8MG 28TAB,28.00,$20.84,$28.55,$33.69,2015
CANDOR PLUS 16MG/12.5MG 28TAB,28.00,$29.35,$40.21,$47.45,2015
CAPECITABINE TEVA 150MG 60TAB,60.00,$116.39,$145.49,$171.68,2015
CAPECITABINE TEVA 500MG 12X10TAB,120.00,$745.63,$876.12,"$1,033.82",2015
CAPRELSA 100 MG 30TAB,30.00,"$8,154.29","$9,581.28","$11,305.92",2015
CARBAGLU 200MG 5 DISP.TAB,5.00,"$1,650.37","$1,939.19","$2,288.24",2015
CARBAGLU 200MG 60 DISP.TAB,60.00,"$19,804.46","$23,270.24","$27,458.88",2015
CARDILOC 1.25MG 30 F.C.TAB,30.00,$15.52,$21.26,$25.09,2015
CARDILOC 10MG 30TAB,30.00,$13.88,$19.02,$22.44,2015
CARDILOC 2.5MG 30TAB,30.00,$11.97,$16.39,$19.35,2015
CARDILOC 5MG 30TAB,30.00,$9.40,$12.88,$15.20,2015
CARDIOXANE 500MG VIAL PWDR FOR INFUS,1.00,$463.98,$545.17,$643.30,2015
CARDORAL 1MG 30TAB,30.00,$12.81,$17.55,$20.70,2015
CARDORAL 4MG 30TAB,30.00,$19.30,$26.44,$31.20,2015
CARDOXIN AMPOULES 10MG/2ML 50AMP,50.00,$44.22,$59.48,$70.18,2015
CARDOXIN FRTE 75MG 100TAB,100.00,$21.04,$28.82,$34.01,2015
CARVEDEXXON 12.5MG 30TAB,30.00,$19.30,$26.44,$31.20,2015
CARVEDEXXON 6.25MG 30TAB,30.00,$13.16,$18.03,$21.27,2015
CARVEDILOL TEVA 12.5MG 30TAB,30.00,$19.30,$26.44,$31.20,2015
CARVEDILOL TEVA 6.25MG 30TAB,30.00,$13.16,$18.03,$21.27,2015
CASODEX 150MG 28TAB,28.00,$388.29,$456.24,$538.36,2015
CASODEX 50MG 28TAB,28.00,$161.53,$201.91,$238.26,2015
CATAFLAM 50MG 10TAB,10.00,$8.29,$11.35,$13.40,2015
CAVERJECT 10MCG V+DS,1.00,$38.35,$51.59,$60.87,2015
CAVERJECT 20MCG V+DS,1.00,$52.30,$70.34,$83.00,2015
CAYSTON  75MG/VIAL 84 VIALS,84.00,"$10,713.55","$12,588.43","$14,854.34",2015
CEDAX SUSP 60ML,60.00,$66.23,$89.08,$105.11,2015
CEFALOR 500MG 10CAP,10.00,$17.99,$24.64,$29.08,2015
CEFAZOLIN SANDOZ 0.5GR 100VIAL,100.00,$822.55,$966.50,"$1,140.47",2015
CEFAZOLIN SANDOZ 0.5GR 10VIAL,10.00,$82.26,$110.63,$130.55,2015
CEFAZOLIN SANDOZ 0.5GR 1VIAL,1.00,$8.23,$11.27,$13.30,2015
CEFAZOLIN SANDOZ 0.5GR 25VIAL,25.00,$205.64,$241.62,$285.12,2015
CEFAZOLIN SANDOZ 0.5GR 50VIAL,50.00,$411.28,$483.25,$570.23,2015
CEFAZOLIN SANDOZ 0.5GR 5VIAL,5.00,$41.13,$55.32,$65.27,2015
CEFAZOLIN SANDOZ 1GR 100VIAL,100.00,$598.00,$702.65,$829.13,2015
CEFAZOLIN SANDOZ 1GR 10VIAL,10.00,$59.80,$80.43,$94.91,2015
CEFAZOLIN SANDOZ 1GR 1VIAL,1.00,$5.98,$8.19,$9.67,2015
CEFAZOLIN SANDOZ 1GR 25VIAL,25.00,$149.50,$186.88,$220.51,2015
CEFAZOLIN SANDOZ 1GR 50VIAL,50.00,$299.00,$351.32,$414.56,2015
CEFAZOLIN SANDOZ 1GR 5VIAL,5.00,$29.90,$40.96,$48.34,2015
CEFORAL FRTE SUSP 250,60.00,$13.46,$18.45,$21.77,2015
CEFOVIT 125 SUSP 60ML,60.00,$8.25,$11.30,$13.34,2015
CEFOVIT 250 SUSP 60ML,60.00,$13.46,$18.45,$21.77,2015
CEFOVIT 250MG 10CAPS,10.00,$5.07,$6.95,$8.20,2015
CEFOVIT FORTE 10CAPS,10.00,$9.30,$12.75,$15.04,2015
CEFTAZIDIME TEVA 1GR/VIAL,1.00,$28.05,$38.43,$45.35,2015
CEFTAZIDIME TEVA 2GR/VIAL,1.00,$57.37,$77.16,$91.05,2015
CEFURAX 250MG 10TAB,10.00,$16.21,$22.21,$26.20,2015
CEFURAX 500MG 10TAB,10.00,$30.46,$41.73,$49.24,2015
CELCOX 100MG 20CAPS,20.00,$27.67,$37.91,$44.73,2015
CELCOX 200MG 10CAPS,10.00,$31.00,$42.47,$50.11,2015
CELEBRA 100MG 20CAPS,20.00,$27.67,$37.91,$44.73,2015
CELEBRA 200MG 10CAPS,10.00,$31.00,$42.47,$50.11,2015
CELESTONE CHRONODOSE 1ML AMP,1.00,$12.30,$16.85,$19.88,2015
CELLCEPT 250MG 100CAPS,100.00,$270.09,$317.36,$374.48,2015
CELLCEPT 500MG 50TAB,50.00,$253.10,$297.39,$350.92,2015
CELSENTRI 150MG 60TAB,60.00,"$3,412.45","$4,009.63","$4,731.36",2015
CELSENTRI 300MG 60TAB,60.00,"$3,412.45","$4,009.63","$4,731.36",2015
CEMIDIN 200MG 50TAB,50.00,$25.32,$34.69,$40.93,2015
CEMIDIN 400MG 20TAB,20.00,$19.19,$26.29,$31.02,2015
CEMIDIN 800MG 20TAB,20.00,$45.29,$60.92,$71.88,2015
CEPLENE 0.5MG/0.5ML SOL FOR INJ 14 VIALS,14.00,"$6,139.39","$7,213.79","$8,512.27",2015
CERAZETTE 0.075MG 1X28TAB,28.00,$18.07,$24.75,$29.20,2015
CERAZETTE 0.075MG 3X28TAB,84.00,$54.20,$72.89,$86.02,2015
CEREZYME 400 UNITS POWDER FOR SOL FOR INF,1.00,"$6,851.81","$8,050.87","$9,500.03",2015
CEROXIM 250MG 10TAB,10.00,$16.21,$22.21,$26.20,2015
CEROXIM 500MG 10TAB,10.00,$30.46,$41.73,$49.24,2015
CERTICAN 0.25MG 60 TAB,60.00,$539.98,$634.48,$748.69,2015
CERTICAN 0.50MG 60 TAB,60.00,"$1,036.87","$1,218.32","$1,437.61",2015
CERTICAN 0.75MG 60 TAB,60.00,"$1,549.54","$1,820.70","$2,148.43",2015
CERVARIX 0.5ML SYR,1.00,$377.47,$443.52,$523.36,2015
CETROTIDE 0.25MG 7AMP,7.00,"$1,123.86","$1,320.54","$1,558.23",2015
CHAMPIX 0.5MG 55TAB,55.00,$415.74,$488.49,$576.42,2015
CHAMPIX 0.5MGX11TAB+1MGX42TAB,53.00,$379.73,$446.18,$526.50,2015
CHAMPIX 1MG 56TAB,56.00,$395.44,$464.65,$548.28,2015
CHAMPIX COMBO (1STARTER PACK+2PACKS 1MGX56),165.00,"$1,170.62","$1,375.48","$1,623.06",2015
CIALIS 10MG 4TAB,4.00,$216.54,$254.43,$300.23,2015
CIALIS 2.5MG 28TAB,28.00,$381.69,$448.49,$529.22,2015
CIALIS 20MG 4TAB,4.00,$198.43,$233.16,$275.12,2015
CIALIS 20MG 8TAB,8.00,$396.86,$466.31,$550.25,2015
CIALIS 5MG 28TAB,28.00,$375.26,$440.93,$520.29,2015
CICLODERM  CREAM 15GR,15.00,$7.76,$10.63,$12.54,2015
CILARIL 1MG 28TAB,28.00,$16.03,$21.96,$25.91,2015
CILARIL 2.5MG 28TAB,28.00,$28.10,$38.49,$45.42,2015
CILARIL 5MG 28TAB,28.00,$45.31,$60.94,$71.91,2015
CILARIL PLUS 28TAB,28.00,$59.95,$80.64,$95.15,2015
CILAZAPRIL 2.5 MG 30 TABLETS,30.00,$30.10,$41.24,$48.67,2015
CILAZAPRIL 5MG 30TABLETS,30.00,$48.55,$65.29,$77.05,2015
CILAZAPRIL PLUS TEVA 30TAB,30.00,$64.24,$86.40,$101.95,2015
CILOXAN 0.3% EYE DROPS 5ML,5.00,$13.99,$19.17,$22.62,2015
CIMZIA 200MG/ML 2 SYRINGE PREFILLED,2.00,"$4,222.15","$4,961.02","$5,854.00",2015
CIPRALEX 10MG 28TAB,28.00,$35.70,$48.91,$57.71,2015
CIPRALEX 15MG 28TAB,28.00,$43.91,$59.06,$69.69,2015
CIPRALEX 20MG 28TAB,28.00,$63.12,$84.89,$100.17,2015
CIPRAMIL 20MG 28TAB,28.00,$22.56,$30.91,$36.47,2015
CIPRAMIL 40MG 28TABS,28.00,$46.66,$62.76,$74.06,2015
CIPRODEX 250MG 10TAB,10.00,$13.50,$18.49,$21.82,2015
CIPRODEX 500MG 10TAB,10.00,$19.72,$27.02,$31.88,2015
CIPRODEX 750MG 10TAB,10.00,$27.43,$37.58,$44.34,2015
CIPROFLOXACIN TEVA INFUSION 2MG/ML 10BAGX100ML,1000.00,$351.30,$412.78,$487.08,2015
CIPROFLOXACIN TEVA INFUSION 2MG/ML 10BAGX200ML,2000.00,$702.60,$825.56,$974.15,2015
CIPROFLOXACIN-TEVA 250MG 10TAB,10.00,$13.50,$18.49,$21.82,2015
CIPROFLOXACIN-TEVA 500MG 10TAB,10.00,$19.72,$27.02,$31.88,2015
CIPROXIN  200 100ML,100.00,$35.13,$48.13,$56.79,2015
CIPROXIN 500MG/5ML SUSP 100ML,100.00,$327.21,$384.47,$453.68,2015
CIRCADIN 2MG 21TAB,21.00,$56.01,$75.33,$88.89,2015
CIRCADIN 2MG 30TAB,30.00,$80.01,$107.61,$126.98,2015
CIRCLET VAGINAL RING,1.00,$50.60,$68.05,$80.30,2015
CITALOPRAM  20 MG 30 TABLETS,30.00,$24.17,$33.11,$39.07,2015
CITRAFLEET POWDER FOR SOL 2 SACHET,2.00,$44.27,$59.54,$70.25,2015
CLARINASE REPETABS 14,14.00,$21.63,$29.64,$34.97,2015
CLARITHROMYCIN 250MG 14TAB,14.00,$23.00,$31.51,$37.18,2015
CLAVENIR 10 VIAL (1.2G),10.00,$119.10,$148.88,$175.68,2015
CLEXANE 100MG SAFETY LOCK 2X1ML SYR PREFIL SAFETY LOCK,2.00,$57.42,$77.23,$91.13,2015
CLEXANE 100MG/1ML 10SYRING(10ML),10.00,$287.11,$337.35,$398.08,2015
CLEXANE 120MG/0.8ML SAFETY LOCK 10 SYR PREFIL,10.00,$352.96,$414.73,$489.38,2015
CLEXANE 150MG/ML SAFETY LOCK 10 SYR PREFIL,10.00,$402.51,$472.95,$558.08,2015
CLEXANE 20MG SAFETY LOCK 2X0.2ML SYR PREFIL,2.00,$16.10,$22.05,$26.02,2015
CLEXANE 40MG SAFETY LOCK 2X0.4ML SYR PREFIL,2.00,$32.20,$44.11,$52.05,2015
CLEXANE 60MG SAFETY LOCK 2X0.6ML SYR PREFIL,2.00,$43.45,$58.44,$68.95,2015
CLEXANE 60MG/0.6ML 10SYRING(6ML),10.00,$217.23,$255.25,$301.19,2015
CLEXANE 80MG SAFETY LOCK 2X0.8ML SYR PREFIL,2.00,$50.04,$67.31,$79.43,2015
CLOBETASOL PROPIONATE TRIMA CREAM 25G,25.00,$11.59,$15.88,$18.74,2015
CLOBETASOL PROPIONATE TRIMA CREAM 30G,30.00,$13.91,$19.05,$22.48,2015
CLOBETASOL PROPIONATE TRIMA SCALP APPLICATION 30ML,30.00,$16.24,$22.24,$26.25,2015
CLONEX 0.5MG 30TAB,30.00,$8.59,$11.77,$13.89,2015
CLONEX 2MG 30TAB,30.00,$9.30,$12.74,$15.03,2015
CLONNIRIT 25MCG 30T,30.00,$14.06,$19.27,$22.74,2015
CLOOD 75MG 30TAB,30.00,$46.13,$62.04,$73.21,2015
CLOPID 75MG 30TAB,30.00,$46.13,$62.04,$73.21,2015
CLOPIDEXCEL 75MG 30 FC TAB,30.00,$46.13,$62.04,$73.21,2015
CLOPIDOGREL 75MG 30TAB,30.00,$46.13,$62.04,$73.21,2015
CLOPIXOL 10MG 50TAB,50.00,$25.78,$35.31,$41.67,2015
CLOPIXOL 25 MG 100TAB,100.00,$106.67,$133.34,$157.34,2015
CLOPIXOL 25MG 50TAB,50.00,$53.34,$71.74,$84.65,2015
CLOPIXOL 2MG 50TAB,50.00,$9.78,$13.40,$15.81,2015
CLOPIXOL ACUPHASE 100MG 2ML,1.00,$54.47,$73.27,$86.45,2015
CLOPIXOL ACUPHASE 50MG 1ML 10AMP,10.00,$272.37,$320.03,$377.64,2015
CLOPIXOL ACUPHASE 50MG 1ML 1AMP,1.00,$27.24,$37.31,$44.03,2015
CLOPIXOL DEPOT 200MG 10AMP,10.00,$214.22,$251.71,$297.02,2015
CLOPIXOL DEPOT 200MG 1AMP,1.00,$21.42,$29.35,$34.63,2015
CLOPIXOL DEPOT INJECTION 500MG 1AMP,1.00,$44.85,$60.33,$71.19,2015
CLOPIXOL DEPOT INJECTION 500MG 5AMP,5.00,$224.27,$263.52,$310.96,2015
CLOPIXOL DROPS 20ML,20.00,$29.65,$40.62,$47.94,2015
CLOPIXOL TABLETS 10 MG 100TAB,100.00,$51.55,$69.33,$81.82,2015
CLOTRISONE CREAM 15GR,15.00,$8.99,$12.31,$14.53,2015
CO-DIOVAN 160/12.5MG FCT 28TAB,28.00,$31.51,$43.16,$50.93,2015
CO-DIOVAN 160/25MG FCT 28TAB,28.00,$30.65,$41.99,$49.55,2015
CO-DIOVAN 80/12.5MG 28TAB,28.00,$22.05,$30.20,$35.64,2015
COLCHICINE 0.5MG 30TAB,30.00,$56.15,$75.53,$89.12,2015
COLESTID 5GX50PACK,50.00,$79.95,$107.53,$126.89,2015
COLIRACIN INJ.,1.00,$15.42,$21.12,$24.92,2015
COLOTAL 135MG 50TAB,50.00,$22.50,$30.83,$36.37,2015
COMBIGAN EYE DROPS 5 ML,5.00,$56.03,$75.36,$88.93,2015
COMBIVIR 60TAB,60.00,$719.89,$845.87,$998.12,2015
COMPETACT 15MG/850MG 56 F.C.TAB,56.00,$177.33,$221.66,$261.56,2015
COMTAN 200MG 30 F.C. TAB,30.00,$83.39,$112.16,$132.35,2015
CONCERTA 18MG XR 30TAB,30.00,$173.43,$216.79,$255.81,2015
CONCERTA 27MG XR 30TAB,30.00,$211.45,$248.45,$293.17,2015
CONCERTA 36MG XR 30TAB,30.00,$189.07,$236.33,$278.87,2015
CONCERTA 54MG XR 30TAB,30.00,$230.14,$270.42,$319.09,2015
CONCOR 10MG 30TAB,30.00,$13.88,$19.02,$22.44,2015
CONCOR 5MG 30TAB,30.00,$9.40,$12.88,$15.20,2015
CONDYLOX 0.5% 3.5ML,3.50,$67.03,$90.16,$106.39,2015
CONTALAX 10MG 25SUPP,25.00,$60.01,$80.71,$95.24,2015
CONTROLOC 20MG 30TAB,30.00,$29.01,$39.75,$46.90,2015
CONTROLOC 40MG 14TAB,14.00,$16.44,$22.52,$26.58,2015
CONTROLOC I.V.  40MG/VIAL,1.00,$17.47,$23.93,$28.24,2015
COPAXONE 20MG/DOSE 28 PREFILLED SYRINGE,28.00,"$3,498.41","$4,110.63","$4,850.54",2015
COPEGUS 200MG 168TAB,168.00,"$1,687.85","$1,983.22","$2,340.20",2015
CORALAN 5MG 56 F.C.TAB,56.00,$204.58,$240.39,$283.66,2015
CORALAN 7.5MG 56 F.C.TAB,56.00,$206.00,$242.05,$285.62,2015
CORDIL 20MG 50TAB,50.00,$13.14,$17.99,$21.23,2015
CORTIFOAM AEROSOL 15G,15.00,$105.00,$131.25,$154.87,2015
COSOPT EYE DROPS 5ML,5.00,$30.36,$41.59,$49.08,2015
COSOPT PRESERVATIVE FREE 60X0.2ML UNIT DOSE,60.00,$77.14,$103.75,$122.42,2015
COUMADIN 1MG 30TAB,30.00,$3.92,$5.38,$6.34,2015
COUMADIN 2MG 30TAB,30.00,$10.91,$14.95,$17.64,2015
COUMADIN 5MG 30TAB,30.00,$17.25,$23.63,$27.88,2015
CREON  25000 U (300MG)100CAPS,100.00,$128.66,$160.82,$189.77,2015
CREON MICRO 60.12 MG 20G (200 MEASURS),20.00,$190.01,$237.52,$280.27,2015
CRESTOR 10MG 28TAB,28.00,$68.84,$92.59,$109.25,2015
CRESTOR 20MG 28TAB,28.00,$101.82,$127.27,$150.18,2015
CRESTOR 40MG 28TAB,28.00,$133.53,$166.91,$196.95,2015
CRINONE 8 % VAG GEL 15*1.45 G,15.00,$190.19,$237.74,$280.53,2015
CRIXIVAN 200MG 360CAPS,360.00,"$1,252.76","$1,472.00","$1,736.96",2015
CRIXIVAN 400MG 180CAPS,180.00,"$1,252.78","$1,472.02","$1,736.98",2015
CUBICIN 500MG VIAL 10ML,1.00,$511.36,$600.84,$709.00,2015
CURATANE 10MG 30CAPS,30.00,$45.74,$61.53,$72.60,2015
CURATANE 20MG 30CAP,30.00,$77.03,$103.61,$122.26,2015
CURATANE 40 MG 30 CAPS,30.00,$156.33,$195.41,$230.59,2015
CURATANE 5 MG 30 CAPS,30.00,$26.92,$36.87,$43.51,2015
CYMBALTA 30MG 28CAPS,28.00,$100.10,$125.12,$147.64,2015
CYMBALTA 60MG 28CAPS,28.00,$140.98,$176.23,$207.95,2015
CYMEVENE 500MG 5VIAL,5.00,$557.17,$654.67,$772.51,2015
CYSTADANE 180GR PWDR/ORAL SOL,180.00,"$1,994.62","$2,343.67","$2,765.53",2015
CYSTAGON 150MG 100CAPS,100.00,$920.66,"$1,081.78","$1,276.50",2015
CYSTAGON 50MG 100CAPS,100.00,$344.25,$404.49,$477.30,2015
CYTOTEC 200MCG 28TAB,28.00,$30.56,$41.87,$49.41,2015
DACOGEN 50 MG/VIAL 1X20ML VIAL,1.00,"$5,982.12","$7,028.99","$8,294.21",2015
DAIVOBET OINT 30GR,30.00,$85.79,$115.39,$136.16,2015
DAIVOBET OINT 60GR,60.00,$171.59,$214.48,$253.09,2015
DAIVONEX CREAM 30GR,30.00,$36.71,$50.29,$59.34,2015
DAIVONEX SCALP SOL 30ML,30.00,$105.36,$131.70,$155.41,2015
DAKTACORT CREAM 15GR,15.00,$7.94,$10.88,$12.83,2015
DAKTARIN ORAL GEL40G,40.00,$13.30,$18.22,$21.50,2015
DALACIN C 150MG 16CAPS,16.00,$14.67,$20.10,$23.71,2015
DALACIN C 300MG 16CAPS,16.00,$23.41,$32.07,$37.84,2015
DALACIN VAG CR2% 40G,40.00,$56.70,$76.27,$89.99,2015
DALACIN VAGINAL 100MG 3 OVULES,3.00,$42.70,$57.43,$67.76,2015
DALAGIS T LOTION 25ML,25.00,$17.27,$23.66,$27.91,2015
DALIRESP 500 MCG 30 F.C.TAB,30.00,$190.66,$238.33,$281.23,2015
DANOL 200MG 60CAPS,60.00,$174.86,$218.57,$257.92,2015
DECAPEPTYL 0.1MG 7AMP,7.00,$128.83,$161.04,$190.03,2015
DECAPEPTYL CR 3.75,1.00,$480.54,$564.64,$666.27,2015
DECAPEPTYL DEPOT 11.25MG VIAL,1.00,"$1,367.22","$1,606.49","$1,895.66",2015
DECAPEPTYL DEPOT 3.75MG/2ML VIAL+SOLV,1.00,$460.12,$540.64,$637.95,2015
DEKINET 2MG 30TAB,30.00,$7.01,$9.60,$11.33,2015
DEPALEPT 200MG 40TAB,40.00,$11.88,$16.27,$19.20,2015
DEPALEPT 500MG 40 E.C.TAB,40.00,$25.20,$34.52,$40.74,2015
DEPALEPT CHRONO 500MG 30 SR TAB,30.00,$21.08,$28.89,$34.08,2015
DEPALEPT ORAL SOL 50ML,50.00,$18.27,$25.03,$29.54,2015
DEPALEPT SYR 110ML,110.00,$20.64,$28.27,$33.36,2015
DEPO MEDROL 40MG/ML 1ML,1.00,$10.47,$14.35,$16.93,2015
DEPO MEDROL 40MG/ML 2ML,1.00,$41.60,$55.96,$66.03,2015
DEPO MEDROL+LIDOCAIN 1CC,1.00,$20.10,$27.53,$32.49,2015
DEPO MEDROL+LIDOCAIN 2CC,1.00,$42.65,$57.36,$67.69,2015
DEPONIT NT 10 10PATCHES,10.00,$21.43,$29.36,$34.64,2015
DEPONIT NT 5 10 PATCHES,10.00,$14.39,$19.71,$23.26,2015
DEPO-PROVERA 150MG1ML SOL FOR INJ,1.00,$12.43,$17.02,$20.09,2015
DEPO-PROVERA 3.3MLx150MG/ML,1.00,$29.31,$40.16,$47.39,2015
DERALIN 10MG 30TAB,30.00,$5.00,$6.85,$8.08,2015
